CV1298	CV1297	CV1086	CV1082	CV1095	CV1299	CV1089	CV1300	CV0857	CV1087	CV1096
F13A1	6.29204094412332	4.95802259446861	5.73611735102909	5.20957677128666	5.26505330141302	5.64721633144146	5.57483666579716	5.75473835411868	5.24293680403302	5.45684893925991	4.95802259446861
NRN1	4.95802259446861	5.56201548450497	5.54921657736859	5.57037577650009	5.48783726444286	6.34247397215363	6.27364788117961	6.80559543481477	5.70469870006227	5.34517666114315	6.52945392749256
maker-scaffold-ma3-augustus-gene-193.5_crovir-transcript-5353	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	4.95802259446861	5.34990220293201	5.50998184958874	4.95802259446861	5.34517666114315	4.95802259446861
FARS2	7.82665762892978	8.05130161456163	7.69364201394846	7.08285238968659	7.58013424364857	7.5736854520948	7.72133343409286	7.48011455767026	7.59531567469037	7.53376357156526	7.48197077026015
FARS2.1	8.33089478952388	8.57078004149715	8.01251380494589	7.72153709374211	8.07212540872594	7.73282769221709	7.96473624149793	7.97587605527887	7.9684734649258	7.88709417932053	7.81692542982033
RPP40	7.53380012394092	6.8983984795473	7.52310619810237	6.94838173006603	6.98413964410391	7.66276317617113	7.69693241493149	7.18044820087112	7.50881144638708	7.67096332239474	6.65289872670792
CDYL	5.91750185839716	6.45324133057776	6.11726224213092	6.62657165860353	6.6069080278517	6.77053473465954	6.56446030361895	6.79120856591511	6.6032894928771	6.41577530462701	6.20370205018079
ECI2	11.3808288809702	11.334566397107	10.5708475161027	11.363533488215	11.2783297776288	10.766588463548	10.0519542314288	9.96532405217599	10.6753678389047	10.4587404930701	9.42122002711683
maker-scaffold-ma3-augustus-gene-196.6_crovir-transcript-5361	6.92416321256682	7.20332503045037	6.87595147158331	6.68644597096454	7.47792113517162	6.70252126411302	6.13655027566517	6.98516475995624	6.69975972464276	7.04622887399977	6.14322059179527
FAM217A	8.07941821018299	8.60416911941432	7.92746710065606	6.9947880333761	7.77373954499321	7.84225022149217	7.89536653323109	7.97289508918214	8.14850842219038	7.19366439425063	7.91767953868283
PRPF4B	7.92840920935245	8.22324777967575	8.64319529531556	9.33148943720723	8.69033264562345	8.49907519550505	8.79124772219715	9.09278751851821	8.43628670212285	8.4631829789755	8.84351108688302
PXDC1	6.47577521662066	5.98970245090329	6.64608352324193	5.78214004045617	6.00077028487712	6.19576149170241	6.07587929904881	5.99869272521464	5.96631865834451	6.07322313868239	6.39110269674618
SLC22A23	8.6364554816373	7.69171352125502	7.37659028803864	8.69734120012214	8.1468777824269	7.12974612388732	7.59476016847471	7.3267549269884	7.85745193104819	7.51560396735144	7.23504640075825
trnascan-scaffold-ma3-noncoding-Pseudo_AGA-gene-197.0	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.23554789436786	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
PSMG4	8.61398422155093	8.44271860182865	8.01251380494589	8.68403459443524	8.1468777824269	8.04555137241834	7.84466956551175	7.83170480133081	8.09102323982528	8.29599343919293	8.33500263655972
TUBB2B	8.64755961995633	8.99817875629972	7.73087107512143	6.74347763723788	8.04107450186351	8.17080205156309	7.95113513413523	8.43218952811817	7.85745193104819	9.14368558366019	8.36796234619186
TUBB2A	8.39837188886041	8.76399481181538	7.99743022427846	7.42738262864555	8.29858361025266	7.93583754511431	7.8666232149923	8.1307755827032	7.65901077000813	8.7756720695524	8.11926844095952
TUBB3	7.32226832602145	7.48785965222243	7.12874297840983	6.67175648735672	7.03454344246727	7.16487578089933	6.90530424708926	7.06916325853154	6.88835391633576	7.80068201653094	7.37531987892801
BPHL	7.72398448882956	7.85530146535065	7.21212803664456	6.68644597096454	6.87692626494314	6.54229794127222	6.84429817566106	7.54261787839395	6.66210323991135	7.55760628886951	7.30702407597766
RIPK1	7.54193645972796	7.24787367861098	7.57550398576162	7.7987718532211	7.34153139688225	7.86727674324127	8.45660569127579	8.24593955452256	7.88793225889015	7.88243170236447	8.94119541984819
NQO2	7.31269061220468	7.18047435238715	6.58105082095708	7.01737477639554	6.48424211594233	7.05651561617394	6.60323402458877	6.20164338588658	6.4064901290189	6.83956531625225	6.88348000538694
DUSP15	5.98118006996163	5.95607183362018	6.11726224213092	5.66338053661154	5.76146062756552	5.78574823755695	6.29899335216247	5.86839598403445	5.84636465965547	6.05255721075471	6.55095685533727
IRF4	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.59105540594823	5.54708587179104	6.36627012859477
EXOC2	8.08491371183542	7.69958432540511	8.04220260962427	7.82358921617923	7.76419934656363	8.66579967229406	8.27334813875128	8.44719299627995	8.0105248602416	7.91017550996042	8.42124741201093
trnascan-scaffold-ma3-noncoding-Pseudo_AAC-gene-198.0	4.95802259446861	5.22971175218317	4.95802259446861	5.45924397206622	5.39141797371924	4.95802259446861	4.95802259446861	4.95802259446861	6.6032894928771	5.27444732076478	5.24482601473204
trnascan-scaffold-ma3-noncoding-Pseudo_AAC-gene-198.1	5.21885091834608	5.22971175218317	4.95802259446861	5.57037577650009	5.26505330141302	4.95802259446861	4.95802259446861	4.95802259446861	7.794411314306	5.81372682444741	5.36296154062639
GMDS	10.3101701786085	10.2901435711226	9.63061055465692	9.58074687679983	9.07901888068455	9.31667001263375	9.39276887744217	9.4168116391123	9.45726176505803	9.53169985949058	8.54631786344943
GMDS.1	10.3824575570615	10.1912253172895	9.75971101730976	9.87845104792276	9.12369916544338	9.30469687687801	9.5721629193383	9.75988704145031	9.36428219408581	9.82621614463917	8.58877980831383
GMDS.2	9.26392422801222	9.31688167958816	9.18451451863768	9.23701031193377	8.3995141688639	8.31016128120419	8.46612439780971	8.7920048161271	8.70109455511583	9.07887090273239	7.71695176949638
MYLK4	5.53813106879083	5.22971175218317	5.88339167632112	5.45924397206622	5.26505330141302	4.95802259446861	6.19365108548289	4.95802259446861	5.44992461509756	5.58714465785824	4.95802259446861
maker-scaffold-ma3-augustus-gene-201.8_crovir-transcript-5382	5.59265996906697	5.34168555806685	5.61786569043426	5.31332615210086	4.95802259446861	5.16761950171538	5.34990220293201	5.21945067841891	5.36030272517258	5.50392293815679	4.95802259446861
WRNIP1	7.68068181542687	8.36678704677635	8.80642510979968	8.02373129189153	8.71980492498244	8.66344941200826	9.09001497988266	8.77347412135	9.04928467993687	7.56350248782249	8.87428452144696
SERPINB1	11.355808536734	11.562630423902	12.9162754660584	12.164424692004	10.5177743975447	11.279338746274	11.0639040820619	10.3337727851406	11.6756975643998	12.6568674219709	10.5410043525762
SERPINB8	4.95802259446861	5.22971175218317	5.61786569043426	5.20957677128666	5.26505330141302	5.50968463036335	6.13655027566517	4.95802259446861	5.24293680403302	5.27444732076478	4.95802259446861
SERPINB5	7.6585094881961	6.76212559718229	7.03967159801294	6.36968751596733	7.16007845200088	6.51917551875241	6.43962927054612	7.66710954831848	7.10703908650096	7.28350409907867	7.40820842870927
VPS4B	10.2486435013094	10.4017050214105	10.0484366469991	10.5069099061813	10.1452007800611	9.73855644346031	9.84288836342433	10.0810371128256	9.99203550519176	10.5337401335626	9.86870755121456
KDSR	8.61775412829151	9.05043700205317	8.02743677449337	7.9243863440264	8.76761199494928	8.35761512615198	8.53555232747603	8.43003317277555	7.87277547140259	7.60977908433512	7.92513636584102
MARVELD3	8.29827055567599	8.1738314026062	8.56418453537742	8.69070341341321	9.12736041916216	8.55853589504724	8.45182230865575	8.26788622243378	8.84226271487415	8.8292871797142	8.38951720169595
PHLPP1	7.3412205340144	7.62707336619387	6.96044168806757	6.79795874167799	7.48966445068997	7.30298370756867	7.04608581903735	7.13153914144717	7.37325836153052	6.78745001039606	7.21015951100837
PHLPP1.1	5.40857286944853	4.95802259446861	5.88339167632112	6.08349245265344	5.86580405748654	4.95802259446861	5.68568064012369	5.9196358103397	5.96631865834451	5.54708587179104	5.89429215504758
ZCCHC2	7.42334424668495	7.22578679708173	7.3884421012438	7.00613109641693	6.81968627838831	7.15093671231122	7.78437259694218	7.65590649588065	7.43751241890864	7.99456218968915	7.49218808056615
TNFRSF11A	8.4416364559617	8.32723971009674	8.26581143442716	7.67440655988402	7.92663593645202	7.28411227383714	8.36793678047629	7.77440367470893	8.12960640967989	7.67639289463451	7.17192679306241
RELCH	8.64016648141736	8.73794401724199	8.84029712186177	8.98705791226776	8.83196235776923	8.42594350310071	8.87910742632062	8.97553117056747	8.80333226143978	8.93750599143616	8.96639416740641
PIGN	6.85768990155159	6.74601242465522	6.7077422936881	7.3072702511458	7.66499145856806	6.76104777615526	6.99161981651976	6.84777955352375	7.07994040113542	6.90904852569549	6.79983710763631
PIGN.1	7.32226832602145	7.18047435238715	6.82238795222012	7.06139284799171	7.31517617086671	7.29672284860506	7.55893909814786	7.28304833820194	7.27071750985613	6.92821569023677	7.37531987892801
SRRT	9.5866923691797	9.45538445934383	9.20087236605362	9.17907857650134	9.14552775684134	9.8538387006908	9.5874137123358	9.60236644183842	9.42948432793196	9.93763765679238	10.0692139097813
CDH20	4.95802259446861	5.67064055640733	4.95802259446861	4.95802259446861	5.70319996186953	5.32042089496107	4.95802259446861	5.32723539904931	5.44992461509756	4.95802259446861	4.95802259446861
GAD1.1	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	5.56867476851978	4.95802259446861	4.95802259446861	4.95802259446861	5.36030272517258	4.95802259446861	4.95802259446861
C5orf22	8.61398422155093	7.84826947964539	8.53338727993891	8.72033323378465	7.87456906951235	9.25422422512406	8.06903633655132	8.78697478424866	7.85745193104819	8.68599611648343	8.40547101671672
DROSHA	8.13871884751208	7.61042693953755	8.49659359782416	7.85400029764856	7.67523946699192	8.69600572881017	8.17197426671302	8.18825330408714	7.7781935269638	8.20991747445482	8.28407834360573
CDH6	4.95802259446861	4.95802259446861	4.95802259446861	5.31332615210086	5.48783726444286	5.78574823755695	5.73477756296035	5.40960332443457	6.07167600115524	4.95802259446861	5.52884375224877
ZC3H13	9.57129407534022	10.0538116681349	10.0118914820645	10.2152208708675	10.5316190937614	9.95484244363979	9.90503751579807	10.1140793820064	10.1363222516426	10.4205152789091	10.0491986536044
DNAJC18	8.38068974412864	8.19600821027518	8.69044116586693	8.40018273195241	8.74390856867332	8.5095963881689	8.11841690965449	8.57748645302734	8.27417030893863	8.39670983186812	8.14493390937596
LRRC63	4.95802259446861	4.95802259446861	5.88339167632112	5.31332615210086	5.91322895006053	6.48359119373353	4.95802259446861	5.53945084426997	6.33235197350422	5.18199242901773	5.36296154062639
ESD	8.97846172238161	9.07438474598451	8.99482592233908	8.98975907648839	8.99330134563221	8.99003422671919	8.72952171504112	8.82836037657154	8.12324891664663	7.82035421228895	8.53187759713395
LHFPL6	6.47577521662066	6.29685717751228	7.3884421012438	6.94838173006603	6.81968627838831	7.13684783994669	6.96349380994691	7.49284703116435	7.64111156722095	7.31921661440847	6.52945392749256
COG6	8.78455831705476	9.28647913602774	9.04646588370817	9.12608837975959	8.98524836277249	8.5095963881689	8.44702275990682	8.72343556585986	8.49627831418193	8.9083829450202	8.71332816123061
FOXO1	9.40532588064708	8.2286331758006	8.12767869141816	8.08625264028165	8.4822955032395	8.31016128120419	8.5887535452697	8.15980751140122	8.23939364217479	8.11824808308773	7.71695176949638
maker-scaffold-ma3-augustus-gene-212.2_crovir-transcript-5408	5.53813106879083	5.88456701008994	6.38720979592389	6.24746031363874	6.31688088196481	6.56496608976874	5.82393234497241	6.34924718159538	6.45327113414475	6.09344249453878	5.76018847250445
trnascan-scaffold-ma3-noncoding-Pseudo_NNN-gene-212.0	4.95802259446861	4.95802259446861	4.95802259446861	5.39263409777588	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
PHTF2.1	4.95802259446861	4.95802259446861	5.37751162486822	5.78214004045617	4.95802259446861	4.95802259446861	4.95802259446861	5.21945067841891	5.24293680403302	5.58714465785824	5.24482601473204
CDH10	5.40857286944853	5.42722708019568	5.88339167632112	4.95802259446861	4.95802259446861	5.64721633144146	5.34990220293201	5.14300644336062	5.52511941360018	5.75615155988658	4.95802259446861
CDH12.1	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.26505330141302	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
DHX40	6.66604265832153	7.26959891187921	5.73611735102909	5.8518015292527	7.48966445068997	5.64721633144146	6.16551359183608	5.5674243156108	5.92821390966959	5.66004223221915	5.65490704248425
CDH18.1	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.39141797371924	4.95802259446861	5.23554789436786	5.40960332443457	5.36030272517258	4.95802259446861	5.52884375224877
CSNK2A1	6.43751789914874	7.52401659471079	7.32810903796784	7.53768326046539	7.52429787395879	6.92994503384482	6.93473288165844	6.96011924831533	7.32865180630415	7.50336164074047	6.34085527579715
RPS15	13.170452521386	13.6262511818375	13.6461777173527	13.499517436271	12.8294509976217	13.9496835871547	13.6723728520608	13.7726274225121	13.3407125572628	14.0037770879674	14.1685353848838
DAZAP1	9.92164815475468	11.2532495171484	10.1222897130011	9.6991008471182	10.7090072816838	9.61806875970308	9.70791747786769	9.67742487913338	9.71317916901304	10.6729591926677	10.1308206684793
trnascan-scaffold-ma3-noncoding-Pseudo_AGA-gene-232.0	5.7730754360722	5.49902873068522	5.47089647672853	5.78214004045617	5.70319996186953	5.83450741140462	6.0110031087704	5.64415820311518	5.36030272517258	5.86727794858738	5.45316537514631
MYO10.2	4.95802259446861	5.6187175394014	5.67961588003593	7.15529164440351	6.00077028487712	5.50968463036335	5.78069151737234	6.37023170907986	5.52511941360018	5.84095791166422	5.45316537514631
MYO10.3	8.68755049118033	8.60416911941432	8.22125297090508	9.0479311480451	8.72949528188366	7.96697231029902	8.41787965952655	9.04450697242773	7.71135338636652	7.91930216235556	7.69956379198394
RETREG1	5.21885091834608	5.98970245090329	6.60312991592921	6.75732671975324	7.31517617086671	6.09628161160003	6.10669665746442	7.21726978043223	6.68107916533056	6.32432019672088	7.03576109395068
ZNF622	10.0534660747753	9.6745500897624	10.2564037452101	10.1432691744995	9.41169755316462	9.65857981286888	9.40758101449272	9.12895210664287	9.73602234206439	9.23662584298347	9.46725190369361
MARCHF11	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	5.26505330141302	4.95802259446861	5.34990220293201	5.40960332443457	5.24293680403302	4.95802259446861	4.95802259446861
FBXL7.1	4.95802259446861	4.95802259446861	5.25516666755428	5.20957677128666	4.95802259446861	4.95802259446861	5.43724577380655	5.53945084426997	4.95802259446861	5.4046268476726	4.95802259446861
OTULIN	10.5467809326519	10.4831200897435	9.81804645248069	10.6456704019808	9.96707819672708	10.5552937562756	10.0675626998332	10.251326496272	10.2459367714216	9.32560387968591	10.602931577093
ANKH	12.6154477342739	12.9838406273828	12.1152143821718	12.2310490909743	12.1033203156194	12.2235897593894	12.2465096569096	12.3542264321459	12.9437118868477	12.2608958726097	11.9771324859654
trnascan-scaffold-ma3-noncoding-Pseudo_AGA-gene-235.0	5.21885091834608	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
OTULINL	6.29204094412332	6.2476244910309	6.80400808549804	5.74473130608633	5.56867476851978	5.94475304324249	6.10669665746442	6.15157679682263	6.10427554073322	6.82931609846122	6.50754096419188
trnascan-scaffold-ma3-noncoding-Pseudo_AGA-gene-235.1	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.4692015191162	4.95802259446861	4.95802259446861	5.36030272517258	5.34517666114315	4.95802259446861
TRIO	7.87209105773671	7.88307949307599	8.09269316808544	7.68803757187794	7.88338302484307	7.46184836901391	8.08775791841076	8.00242288507535	7.65009028937904	8.33375941286297	8.05974930780586
TRIO.1	4.95802259446861	4.95802259446861	4.95802259446861	6.10867040000418	5.56867476851978	4.95802259446861	5.63270180617523	4.95802259446861	5.24293680403302	5.18199242901773	5.24482601473204
TRIO.2	4.95802259446861	4.95802259446861	4.95802259446861	6.05762270884697	5.48783726444286	4.95802259446861	5.34990220293201	5.14300644336062	4.95802259446861	5.18199242901773	5.59519975743861
TRIO.3	5.53813106879083	4.95802259446861	5.37751162486822	6.1804859006548	5.81540335976166	4.95802259446861	5.23554789436786	5.32723539904931	5.52511941360018	5.27444732076478	5.70955697906101
DNAH5.1	4.95802259446861	4.95802259446861	4.95802259446861	5.70526091773453	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.54708587179104	8.03933568265907
CTNND2	5.53813106879083	6.4738740391615	5.92696682223974	5.61862943501391	6.18867987536306	5.37612052889145	5.43724577380655	5.83234051117606	5.52511941360018	5.34517666114315	5.85209279955988
CTNND2.1	7.8848042550566	8.0267008289489	7.66504559589547	7.06139284799171	7.0179609580104	6.32869255438056	6.97763423153763	6.83387676517324	5.92821390966959	6.64053150050439	6.99195465675549
CTSV.1	4.95802259446861	4.95802259446861	5.47089647672853	4.95802259446861	5.26505330141302	4.95802259446861	5.23554789436786	5.50998184958874	4.95802259446861	5.58714465785824	4.95802259446861
maker-scaffold-ma3-augustus-gene-241.6_crovir-transcript-5436	12.9635674847251	12.9517860980013	12.9337040020088	12.8256212114765	12.8008807395346	12.6876426293949	12.4446440854937	12.3481505854149	12.7081153885351	12.4366362121398	12.5800480962713
SERPINB3	4.95802259446861	5.22971175218317	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
ANKRD33B	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.16761950171538	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
TNRC6A.1	6.71301788184514	6.96815901910757	7.29056033592816	7.27087688835346	7.12981002359579	7.03371500823993	7.36415490867146	7.44556539720451	6.9654786013411	7.09724877905207	7.35293888112044
SNRNP48	7.37833999222055	7.9889708552818	7.41183744418751	8.131383168218	7.91809195660307	7.73737461595112	7.39522100653954	8.08193770308694	6.83970454465509	7.38790503380047	7.84083212046823
ROPN1L	7.13832070819125	6.92676529514628	6.4882724220312	7.09345055557304	6.71796760508559	7.07149567148628	6.90530424708926	7.28304833820194	6.13579706944596	6.62844944516555	7.11915496576806
MARCHF6	11.0208095475088	11.1111950045136	10.9134374461046	11.3531200305189	11.5396547167424	10.7279653894265	10.5465270931298	10.9468690588894	11.0999611547388	11.1551663275787	10.7002189254298
CMBL.1	5.21885091834608	4.95802259446861	5.67961588003593	4.95802259446861	4.95802259446861	5.32042089496107	5.34990220293201	4.95802259446861	5.44992461509756	5.50392293815679	6.04476158624464
NFX1	8.34464971340617	8.83239872142914	8.95290357472943	9.12853998392926	8.86308259606134	9.03063003972799	8.91764034659816	9.08735135283796	8.75924680349349	8.96169396262719	8.93391353507558
GALNT12	9.28060421933862	9.88679071642623	9.28612000376285	9.46151558572188	9.48479296566208	9.03969808006713	8.4708599387311	8.59872647602926	8.46659916763944	8.95075007493882	8.84739418414575
GABBR2.3	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
ELP2	7.35990850828024	6.83966868488186	7.78490005796172	8.28991561294437	7.51285104178778	7.07149567148628	6.4827810905217	7.50546134248202	7.05226388011336	7.60977908433512	7.17192679306241
CTNNAL1	6.26954292710758	6.27253184171153	6.62480178320382	6.54718853615063	7.26085210517996	6.96278177780074	7.93740038941403	7.51795978335782	7.1335856881776	6.72184843167443	7.50232915756933
ABITRAM	6.80184302697446	7.07241160159821	6.91042856054755	7.1350013593026	6.62996398158678	7.94368649567017	7.68042195301708	7.16973592134998	7.18511684844428	6.94709703581678	7.68195386023827
SLC39A6	12.1234157376321	12.4579971417337	12.2785900932589	12.2147511243451	12.5618598827733	11.9747171508468	12.5535927585424	11.8960435985077	12.5858672354929	11.7496145381152	11.7899602361559
MSANTD3.TMEFF1	5.21885091834608	4.95802259446861	5.47089647672853	5.20957677128666	4.95802259446861	4.95802259446861	5.97673298830205	5.50998184958874	5.44992461509756	5.27444732076478	5.24482601473204
TMEFF1	4.95802259446861	4.95802259446861	5.73611735102909	5.45924397206622	4.95802259446861	5.50968463036335	6.0110031087704	5.83234051117606	5.24293680403302	5.18199242901773	5.36296154062639
CAVIN4	4.95802259446861	6.14139508469203	6.62480178320382	4.95802259446861	5.26505330141302	5.96516120132804	4.95802259446861	5.21945067841891	5.44992461509756	5.45684893925991	5.76018847250445
SLC12A7	5.64260879870031	5.71876727166131	6.11726224213092	5.97531461203953	5.76146062756552	6.5074371064357	6.50375379135704	7.00363205646297	5.84636465965547	6.94709703581678	6.52945392749256
SLC6A18	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
TERT	4.95802259446861	5.71876727166131	5.25516666755428	4.95802259446861	4.95802259446861	5.32042089496107	4.95802259446861	5.27798738256846	4.95802259446861	5.27444732076478	5.24482601473204
CLPTM1L	12.3817962150322	12.5214996566777	11.6512445701929	12.0433574514178	12.5190850130723	11.5065469167271	11.2276688164155	11.1114359154154	11.3670605397845	11.5838126709019	10.9570800067937
LPCAT1	4.95802259446861	4.95802259446861	4.95802259446861	5.31332615210086	4.95802259446861	4.95802259446861	4.95802259446861	5.27798738256846	4.95802259446861	4.95802259446861	4.95802259446861
NDUFS6	8.79789383453382	9.49578786685069	8.71348988319375	9.20020447798464	8.53307306761914	9.14426184403974	8.89675116315234	8.89840992854211	9.06251659560655	8.85535883465224	9.26198430605772
IRX4	6.12300583133349	4.95802259446861	5.25516666755428	5.20957677128666	4.95802259446861	5.64721633144146	5.23554789436786	5.5674243156108	5.44992461509756	4.95802259446861	4.95802259446861
trnascan-scaffold-ma3-noncoding-Pseudo_AAC-gene-247.0	5.64260879870031	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.32042089496107	5.23554789436786	5.27798738256846	4.95802259446861	4.95802259446861	5.24482601473204
IRX2	9.69543252749631	9.19120553628271	9.42062680054822	9.02704998450531	9.29944256383402	10.122556926961	9.2818944157158	9.37619686841982	9.75444617492955	9.6538707478799	9.45207119833658
IRX1	11.1460958987227	10.8835486298606	11.1727901959211	10.4974817917093	10.1270711577179	11.7547492278136	11.4234147515294	11.0642831393898	11.5325833220301	11.3900037765686	11.1105412769258
ADAMTS16	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.14300644336062	4.95802259446861	4.95802259446861	4.95802259446861
ADAMTS16.2	5.21885091834608	4.95802259446861	4.95802259446861	4.95802259446861	5.39141797371924	5.32042089496107	5.23554789436786	4.95802259446861	5.24293680403302	4.95802259446861	4.95802259446861
ICE1	5.21885091834608	4.95802259446861	4.95802259446861	5.51771127752149	4.95802259446861	4.95802259446861	4.95802259446861	5.37053577996723	4.95802259446861	4.95802259446861	5.45316537514631
REG1A	4.95802259446861	4.95802259446861	6.36042838515357	7.42738262864555	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	10.7140501499698
ICE1.1	7.03568573072333	7.43175241020759	7.51238070784127	7.6467329262357	7.38011779569698	7.23243952384885	7.61232533531804	7.78126912454794	7.49885220987746	7.63234437236255	7.93993161555737
MED10	8.97553392524203	9.22367131856858	8.48052862917435	8.81182741454223	9.5046106380666	8.49378525443645	8.76457029032776	8.49334068990514	9.10788926828305	8.37054434471865	8.44715784706578
NSUN2	9.62820673198386	9.77822799616654	9.4993774738745	9.69580386178746	9.50179621589531	9.22115582087205	9.05903967703147	9.50598432008991	9.57946604395224	9.50208395506295	8.82393578034019
SRD5A1	8.3076687508691	8.20696721334361	7.77604034166096	8.39609660044942	8.11745176698363	8.4314917198982	6.52434750491425	7.70742512248221	8.12324891664663	7.94632955277371	8.62095199655613
XP_005248291	7.89111762214001	7.7458895526715	8.40305842180971	7.55273518622028	7.46607534950214	8.41478157459771	8.04367957529704	8.39728836781938	8.74287220681457	8.3572782391641	8.46248014861202
maker-scaffold-ma3-augustus-gene-254.5_crovir-transcript-5482	4.95802259446861	5.42722708019568	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.71262187109832	4.95802259446861	5.4046268476726	5.52884375224877
ADCY2	9.12036067536864	10.0111324360715	8.84447523549091	9.57177982951396	9.23645793456896	9.27124639209529	9.43915950978514	9.13423307676432	9.23598076314186	8.62935368231069	9.11215690473034
C5orf49	5.6889200827866	5.22971175218317	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.80752457857973
FASTKD3	8.42879500560118	8.58757244050232	8.69970538368382	8.44831995374981	8.68536085654845	8.62530852148156	8.28417564226571	8.63281386526865	8.14223590231005	9.00253410962752	8.46248014861202
MTRR	8.26487625222755	8.24997171838119	7.81978367058603	7.8778594746561	7.74491945921613	7.61894697752836	7.66371125972916	7.39202898505766	8.24524951585077	7.20906746844583	7.50232915756933
SEMA5A	5.32639064383066	4.95802259446861	5.54921657736859	5.74473130608633	5.76146062756552	5.61569966357361	5.63270180617523	4.95802259446861	5.59105540594823	5.66004223221915	5.36296154062639
ATPSCKMT	8.54039188839154	8.33224393339125	8.01251380494589	8.07088135656095	8.07212540872594	7.98228356497936	7.8666232149923	7.9087799697889	7.82628909194336	8.07007311128124	7.62773109414163
CCT5	12.4917831101454	11.9100965258844	11.9107565187713	12.4498537267766	11.3472542416585	12.6581681505936	11.8377933930693	12.3383471754009	11.9066722902976	12.4058358539437	12.68421875004
CST3	9.70956379753747	8.99504454875822	9.67338382990948	8.64678799550028	8.88056613042304	9.64678278118942	10.0503840405585	8.39064772456829	9.46474516124311	9.18158727272	9.76613608277743
CD93	5.98118006996163	4.95802259446861	5.54921657736859	5.31332615210086	5.56867476851978	5.64721633144146	5.73477756296035	5.5674243156108	5.24293680403302	5.58714465785824	5.45316537514631
THBD	5.81175932232944	5.71876727166131	6.15105994574148	5.45924397206622	5.56867476851978	6.04237577705801	5.82393234497241	6.4406578555524	5.80206586552262	5.45684893925991	5.65490704248425
FOXA2	5.47757783058221	5.80618200257906	5.96840440102789	5.66338053661154	5.56867476851978	5.81051613963896	6.3479312721491	5.64415820311518	5.84636465965547	5.69359921061636	5.85209279955988
PAX1	5.47757783058221	5.49902873068522	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.14300644336062	4.95802259446861	5.18199242901773	6.23262606688884
XRN2	10.2291712138582	10.4005248403094	10.1892715103278	10.618966335758	10.19652208892	10.2573443672626	9.78927945810235	10.354232227995	10.2788137667155	10.5712503593293	9.83207144454664
KIZ	5.32639064383066	5.80618200257906	6.36042838515357	5.91583461777657	5.81540335976166	6.55368748294495	6.27364788117961	6.51605138631575	6.71815530305043	6.07322313868239	6.59280204804397
RALGAPA2	6.61714549245032	7.56790430521217	7.14301351754113	8.89781405313915	7.88338302484307	7.10820635579566	7.46504216868374	7.45862473183459	7.99664756874585	7.62673773091748	7.23504640075825
CFAP61	4.95802259446861	4.95802259446861	4.95802259446861	5.31332615210086	4.95802259446861	5.37612052889145	5.34990220293201	5.6196354288846	4.95802259446861	5.54708587179104	6.11152027099858
CRNKL1	8.69826524603629	8.73418336454868	8.76733392410747	9.09884036513173	9.00927271533608	8.63013232493783	9.00153855774797	9.07229470070066	8.84992316280894	8.1063581991536	9.3601702363288
