CV1298	CV1297	CV1086	CV1082	CV1095	CV1299	CV1089	CV1300	CV0857	CV1087	CV1096
XP_005247134	5.84858260850075	5.56201548450497	5.96840440102789	5.51771127752149	5.56867476851978	5.88040279570576	5.68568064012369	5.8505729790996	5.44992461509756	5.58714465785824	5.36296154062639
HACD2	8.87224810161964	9.03220981623282	8.20825940600095	8.64335318894347	8.70514488329158	8.88118522068982	8.36284435903787	8.82345692866849	8.45152381053373	8.64304552186289	8.63452073869536
MYLK	7.41446271965273	7.08487037749863	6.99272380593587	6.24746031363874	6.55939109734619	7.05651561617394	6.74677755710925	7.51380637230044	6.9041598699086	6.56610727809267	7.02132419209136
MYLK.1	5.7730754360722	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	5.59410004165824	4.95802259446861	5.50392293815679	5.24482601473204
TSPAN6	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.54726939208758	5.23554789436786	5.59410004165824	4.95802259446861	4.95802259446861	4.95802259446861
XP_005247767	5.47757783058221	5.56201548450497	6.00796131999478	5.78214004045617	5.26505330141302	6.48359119373353	6.6221505657956	6.49766831696407	5.84636465965547	6.11323930438885	6.76473154630503
KALRN.1	5.91750185839716	6.05338217958118	6.43888669781886	6.03100987200968	6.15392924568936	6.67216053989819	6.46141236667351	7.3026503192859	6.58301459170272	6.73302996257335	7.23504640075825
KALRN.2	5.32639064383066	4.95802259446861	4.95802259446861	5.39263409777588	5.39141797371924	5.50968463036335	5.34990220293201	5.32723539904931	4.95802259446861	5.34517666114315	4.95802259446861
UMPS	7.73107137573222	8.0267008289489	8.18190770206345	8.06571999137933	7.48966445068997	7.78204057078061	7.55893909814786	7.95789422789881	7.91776028245353	8.70959926917403	7.65510961481793
ITGB5	7.32226832602145	7.07241160159821	6.53559602534235	6.77102068812862	6.75967398581967	7.08630460664357	6.84429817566106	6.62059746876793	7.36224492490668	6.74410958801932	7.21015951100837
maker-scaffold-ma1-augustus-gene-379.13_crovir-transcript-8154	4.95802259446861	4.95802259446861	4.95802259446861	5.39263409777588	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
HEG1	5.6889200827866	5.71876727166131	5.61786569043426	6.36968751596733	5.70319996186953	5.94475304324249	6.07587929904881	6.09881119339011	6.22470649684473	5.54708587179104	5.59519975743861
SLC12A8	9.00167104961518	9.30934118582312	8.98729441137069	9.03491613025677	9.60767024136181	8.52782320600695	7.83727401708764	8.20858659392198	7.93972025394968	8.8435669943844	8.18257597761296
SLC12A8.1	6.96243029038756	7.07241160159821	7.34039460830388	7.83583358259187	8.27883114400532	7.21253107316225	6.22101974603432	6.7011476434879	6.35763248759515	7.51560396735144	6.41538437324774
ZNF148	6.1989469299618	6.53360973136854	6.5585461214354	7.28919776075866	6.93166682651863	6.48359119373353	6.16551359183608	6.7319137651804	6.43012687877484	6.41577530462701	6.00948440618209
ZNF148.1	6.01135824771333	5.56201548450497	6.36042838515357	6.61111925925382	6.45804814652438	5.70599444922983	6.13655027566517	6.237619313465	6.43012687877484	6.20659202174849	5.80752457857973
SNX4	9.27823319736672	9.03526383009662	8.99482592233908	9.37340094721173	8.6803716766831	10.2643038591249	9.76074681978756	9.0859890837722	9.64018879613961	8.7831027834179	9.88574133952774
TGFBR2.1	6.74334974060849	6.0221021398231	6.27582279099261	6.83729510931128	6.67477366077966	7.04896005065107	6.39473908788477	6.30600555629309	6.78907588372294	6.47277711336189	6.72858986404927
OSBPL11	6.54862094735507	6.92676529514628	7.07004632521034	7.27087688835346	7.38011779569698	6.72234515182861	7.4355591614804	7.25309350034053	6.88835391633576	7.05487296352688	7.0500381362572
GPD1L.1	8.83716950099698	9.34910718304128	10.2264212540501	10.81536642421	10.6881457699183	9.91803673925728	10.4909114279809	10.2925503715213	10.2631835486857	10.3392099483383	10.7361163329503
LMLN	7.17081309610157	7.16889855605663	8.14825998657009	8.97892371080761	8.57135043209324	8.14730508405439	8.30026304946596	8.45781352280478	7.84972643378256	7.94186114528762	9.12499178098446
PARP14.1	7.65103862559842	7.14543631703008	8.35092527893996	8.13630946954554	6.93166682651863	7.90399299445668	8.04367957529704	8.49127526407601	8.09102323982528	9.39010965930417	8.15127783779319
PARP15	5.53813106879083	5.22971175218317	6.74716366043523	6.67175648735672	5.81540335976166	5.73357990607515	5.90385158727336	6.38057360346321	6.71815530305043	7.1220267905268	6.17392249276096
DTX3L	7.20252156685704	6.43222142873345	7.76712361928441	7.40253159481643	6.22226224446782	8.81081598810839	8.60174891249291	8.90924451076875	8.30811208496972	8.78557112250243	8.04617326863481
PARP9	6.01135824771333	5.76378149889058	5.73611735102909	5.70526091773453	6.25477027241771	6.35608070539402	5.86488565434697	6.4406578555524	6.22470649684473	6.18861306785008	6.04476158624464
FAIM	7.66594000691071	7.65167068633734	7.81978367058603	7.05052824941732	7.51285104178778	7.65314621729825	7.85202599857451	7.61788966280054	8.00360339693815	7.87775357277008	7.80075595182995
CEP70	6.45680967305862	6.43222142873345	6.41335060948384	6.15712844728845	6.67477366077966	7.07892126104364	6.74677755710925	7.02183725803694	6.54137524405924	6.72184843167443	7.0500381362572
ESYT3	7.68068181542687	9.10957238884791	7.37659028803864	7.93577965241488	9.44431849712598	8.4480074414909	8.34228966685649	8.08469588116648	8.63604035344927	8.98118457046955	8.57945267092506
DBI	9.8195089232165	10.1747485619256	8.70890983089855	9.28831780636266	10.2223671123096	8.47511385310859	8.58002361193897	8.47255009635644	8.671104851495	9.41098351706003	9.21175658759855
C2orf76	8.57184301152219	8.28655596891337	7.80245146399906	8.39199866308221	8.3499475177848	8.82558968772401	7.68042195301708	8.5833106777584	7.97557033802481	7.34019492900714	8.7386586644339
STEAP3	7.31269061220468	7.59357598257509	7.32810903796784	8.04488268482798	7.16007845200088	8.04555137241834	7.59476016847471	8.18312385026928	7.00960437833892	8.04950227702134	7.92513636584102
C1QL2	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.24482601473204
MARCO	6.24654725668479	5.88456701008994	6.43888669781886	5.31332615210086	4.95802259446861	5.5824803110622	5.63270180617523	5.53945084426997	5.59105540594823	6.20659202174849	5.24482601473204
INSIG2	7.23348597976248	7.0972107915982	8.18190770206345	8.78093535162904	8.56051869203134	8.29804505371415	7.63825848526049	8.39507827301163	8.12960640967989	8.18001860537751	7.53230675717338
CCDC93	7.82004423906521	8.11681260298655	8.27206375987226	8.34612180883682	8.4822955032395	8.00119008594517	8.14247197557153	8.41047710904982	8.46159180573076	7.91474629669356	7.7926000171478
DDX18	10.4502408828964	9.99870239035078	10.026621018334	10.4736381138847	9.56517352444391	11.6289614009687	10.4330633564029	10.814126585399	10.1884147788238	10.7173881816174	10.4924393143135
DPP10	4.95802259446861	4.95802259446861	5.47089647672853	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.18199242901773	5.36296154062639
ACTR3	11.7113976754182	11.8723029406065	11.4550754782588	11.5994323756159	12.0320891675725	11.2643820501884	11.131508965524	11.0258434384143	11.5194925719884	11.9653815393759	10.8093062487662
SLC35F5	9.6430106128376	9.20753025624743	9.82438458467561	9.97541446926793	9.7087231005241	10.5458070080528	10.0440861018835	9.80437948112797	10.6667556056548	9.66326390787954	10.4383396891733
LYPD1	5.32639064383066	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.624660432388	5.24482601473204
NCKAP5	6.72827851392401	7.03429950407185	6.68753935692367	6.05762270884697	6.80000507184646	7.10094664661518	7.41554072976575	6.28370481552589	7.21014460112939	6.07322313868239	6.72858986404927
NCKAP5.1	6.6499660679064	6.32063302287346	6.91042856054755	6.91243063742062	7.66499145856806	7.16487578089933	7.18504712371416	6.32784543494819	7.59531567469037	6.73302996257335	7.06415916141186
trnascan-scaffold-ma1-noncoding-Cys_GCA-gene-392.0	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.34517666114315	4.95802259446861
MGAT5	6.39789945956824	6.59039589844441	7.42338472038605	7.43556574395841	8.50508748011571	7.46184836901391	8.09394342833763	8.40609447163177	7.30577891711249	7.59835570114381	7.00672343338695
MGAT5.1	9.85807088913237	9.81769421141709	9.39243879306163	8.37132943112065	10.0092684493358	10.2164621392333	10.6995521548397	10.5614885213432	9.2903715022378	9.56788187605909	9.58324949480534
CCNT2	7.07080664955367	8.11098161912903	8.25953133150605	8.00225592763531	8.29203005453692	7.9553778800988	8.13649663525374	8.31078330315687	8.36830062417143	8.22828758818094	8.25497430351296
MAP3K19	5.40857286944853	5.34168555806685	5.37751162486822	5.20957677128666	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.36030272517258	5.4046268476726	5.76018847250445
RAB3GAP1	10.5089372489311	10.5548871536998	10.3413087063327	10.2380503408932	10.1999949977957	10.1123064863895	10.1238864730179	9.88475647219542	10.0428648839134	9.93320945663669	10.1883762347098
ZRANB3	6.26954292710758	6.19591630397023	6.27582279099261	6.15712844728845	6.28628584488634	6.21140964640569	6.04401394103483	6.05722553988425	6.00282512237152	6.34011006438304	6.48519893626303
DVL2	8.36278429032709	8.86712736026825	8.70431502984375	8.70064854736282	8.79554636332072	8.90720168646776	8.59309852344282	8.76155543835941	9.05922005418055	8.51480518449412	8.60265696112145
XP_011509172	8.79457160739077	8.93742291456597	8.91766606931529	8.55101140959734	8.9149048314688	8.54581941071883	8.13049582685708	8.61965439539631	8.63604035344927	8.61552901247441	8.30125752618852
UBXN4	11.4476091331805	11.6515918371681	10.7095987706296	10.7854684860389	11.1594566841334	11.2013441688935	11.3753463683938	10.9498586582004	11.1182344770232	10.9552843747338	11.4684015144934
LCT	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.23554789436786	5.27798738256846	4.95802259446861	4.95802259446861	4.95802259446861
MCM6	7.35059705785697	7.47866816264492	5.96840440102789	6.59546142111751	5.76146062756552	6.77053473465954	6.4827810905217	6.76192022163668	7.1596041641329	6.81898160541555	7.53230675717338
DARS1	9.6075993451801	9.82475504631329	9.35494747886334	9.13098740341198	9.16346781362347	10.1890902112167	9.39772324494082	9.61656491905944	8.78346192846019	9.2402210922465	9.66887369121602
DARS1.1	9.7714912263191	9.89015998958804	10.132537695621	10.1335606180465	9.86354292045461	10.7133519821998	9.84832183541646	10.1100738800436	9.69633515127497	9.61151889256569	9.73722429785869
CXCR4	6.56613322813865	6.0221021398231	5.25516666755428	5.8518015292527	5.70319996186953	5.50968463036335	5.51054650070741	5.44545747421301	6.1663272480645	7.37444551984068	6.36627012859477
HNMT	6.61714549245032	6.98166315932831	6.72761296784686	6.83729510931128	6.85813651882653	6.9047467397145	7.72133343409286	7.76056986576281	7.48881949999531	6.43030134056186	7.8874472134501
HNMT.1	7.25373380794995	7.63532149267652	7.19859231811466	6.97179584434729	7.05091532610057	7.74190663693796	8.26790313477285	8.21613666484389	7.46852901385958	6.57884405914494	7.808864231384
SPOPL	7.02376316398754	7.12154618620233	7.07004632521034	8.19883145043992	7.56914803315228	6.24199926785486	6.84429817566106	7.4367886661902	7.3172642699474	7.53376357156526	6.71010809665579
TCF15	5.84858260850075	6.08363786697515	5.54921657736859	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.24293680403302	5.18199242901773	4.95802259446861
VWDE	5.73224955739042	5.80618200257906	5.47089647672853	5.39263409777588	5.56867476851978	6.07865595012237	6.46141236667351	5.59410004165824	6.7362756983705	5.84095791166422	6.17392249276096
VWDE.1	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.27798738256846	4.95802259446861	4.95802259446861	4.95802259446861
VWDE.2	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.61569966357361	5.51054650070741	5.50998184958874	5.24293680403302	5.54708587179104	4.95802259446861
LRP1B	5.21885091834608	4.95802259446861	4.95802259446861	5.8518015292527	5.48783726444286	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.36296154062639
LRP1B.1	4.95802259446861	4.95802259446861	4.95802259446861	5.45924397206622	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
trnascan-scaffold-ma1-noncoding-Pseudo_AAC-gene-403.1	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.26505330141302	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
KYNU	5.73224955739042	5.42722708019568	5.37751162486822	5.31332615210086	4.95802259446861	6.07865595012237	5.43724577380655	5.59410004165824	5.36030272517258	6.20659202174849	5.80752457857973
GTDC1	5.47757783058221	5.34168555806685	4.95802259446861	5.66338053661154	5.26505330141302	5.50968463036335	5.68568064012369	5.5674243156108	5.24293680403302	5.18199242901773	5.24482601473204
GTDC1.1	5.40857286944853	4.95802259446861	5.25516666755428	5.78214004045617	5.63950687840908	5.4692015191162	5.57483666579716	5.47876295748284	4.95802259446861	5.27444732076478	5.36296154062639
ZEB2	6.84396156767965	6.27253184171153	7.15713022465113	6.08349245265344	5.76146062756552	6.74185015255891	6.19365108548289	6.9474094503916	6.562381581162	6.97490340199843	6.11152027099858
trnascan-scaffold-ma1-noncoding-Pseudo_AAC-gene-411.0	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.26505330141302	5.37612052889145	4.95802259446861	5.14300644336062	4.95802259446861	5.4046268476726	4.95802259446861
ACVR2A	7.66594000691071	7.44126647555804	7.74002366009287	7.9243863440264	8.01732691931238	7.69590328395779	7.91654169411298	7.74659644492351	8.13593531757656	7.73474854734697	7.38637220005633
ORC4	8.59880402951573	8.37165374712503	8.05681467261522	8.17988759782923	8.10999811328829	8.15068588216934	8.27334813875128	8.37053713822026	7.91036285575596	8.42240135401982	8.3294340134259
MBD5	7.04749906022856	7.15721987978491	6.99272380593587	7.55273518622028	7.52429787395879	6.72234515182861	6.79650156488478	6.7011476434879	7.1335856881776	6.94709703581678	7.11915496576806
EPC2	7.42334424668495	7.38314996943329	7.98218243598379	7.95269727061993	8.27883114400532	8.13027826322669	7.84466956551175	7.91190074490503	7.84972643378256	8.15717090690301	8.29555428049304
KIF5C	5.53813106879083	4.95802259446861	5.25516666755428	4.95802259446861	4.95802259446861	4.95802259446861	5.23554789436786	5.37053577996723	4.95802259446861	5.18199242901773	5.52884375224877
LYPD6B	6.12300583133349	5.92107896937211	4.95802259446861	5.39263409777588	5.56867476851978	5.37612052889145	5.63270180617523	5.6196354288846	5.65038828801854	4.95802259446861	5.70955697906101
LYPD6	5.59265996906697	4.95802259446861	5.25516666755428	5.31332615210086	4.95802259446861	4.95802259446861	4.95802259446861	5.5674243156108	4.95802259446861	4.95802259446861	4.95802259446861
MMADHC	10.4607129120707	10.4435604397741	9.61849981472738	9.99833398361086	10.0560192701042	9.77801888144707	8.98514764970446	9.61562270259292	9.9104362812881	9.69108088612542	9.40291277178462
RND3	10.5730786104028	10.5822062287369	10.1544946685369	10.1743775722541	10.9341408670766	9.93073432836394	10.9674244072843	10.2657993936651	10.2284810425094	11.1565904191591	10.1761251607635
NMI	7.36915584163415	6.49413619477804	7.56518399722492	7.08285238968659	6.15392924568936	7.98228356497936	8.13649663525374	8.13609882934139	7.35114044214696	7.90098876726475	7.1975380869486
TNFAIP6	5.91750185839716	6.34388896554731	6.80400808549804	5.45924397206622	5.95810648277743	6.21140964640569	5.82393234497241	6.34924718159538	5.92821390966959	6.65249185620499	4.95802259446861
NEB	4.95802259446861	4.95802259446861	5.67961588003593	5.20957677128666	4.95802259446861	5.16761950171538	4.95802259446861	4.95802259446861	5.24293680403302	4.95802259446861	5.59519975743861
NEB.1	4.95802259446861	8.57078004149715	11.580692424839	6.00359588682021	6.31688088196481	8.13027826322669	5.78069151737234	5.44545747421301	7.30577891711249	7.42097712097905	8.10625801772921
ARL5A	10.1969564632701	10.2302830506884	10.3160587048195	10.1838157932647	10.5080033749105	10.2132687737383	10.0967607114222	10.0590419791124	10.4429325551901	10.3425517770923	10.0237819616801
CACNB4	5.21885091834608	4.95802259446861	4.95802259446861	5.39263409777588	5.26505330141302	5.4692015191162	5.57483666579716	5.59410004165824	5.80206586552262	5.4046268476726	4.95802259446861
STAM2	8.47115579609562	8.53658897238439	8.66701390027186	9.51863835618879	9.25998556832739	8.64450653569873	8.67323105948207	9.10628841390092	9.02583064438897	9.06676494862338	8.27830526741574
VWA7	8.40275819303798	8.29683708800577	8.53856667007116	9.36511591853315	8.83644979890667	8.10608928020326	8.53555232747603	8.13609882934139	8.671104851495	8.63484621281693	8.35706074624544
SAPCD2	5.21885091834608	5.49902873068522	4.95802259446861	4.95802259446861	5.63950687840908	5.50968463036335	5.82393234497241	4.95802259446861	5.44992461509756	5.18199242901773	5.24482601473204
XP_011508839	7.73812211254765	7.26959891187921	7.27780559019387	8.32906404837265	8.32449847819181	7.25852711804329	7.82236383397961	7.40561344157166	8.45656672927181	7.85412427783899	7.8487105256341
NR4A2	12.3449784067819	12.9225000712215	10.3070402404579	10.7033902910037	13.1614926957869	7.17179021186663	9.68177224267412	5.71262187109832	11.3490099758919	8.8855701245606	6.2607535917479
trnascan-scaffold-ma1-noncoding-Pseudo_NNN-gene-428.0	5.98118006996163	5.92107896937211	5.67961588003593	5.51771127752149	6.00077028487712	4.95802259446861	5.43724577380655	5.75473835411868	5.75501851268783	5.45684893925991	5.36296154062639
GPD2	6.1989469299618	6.57177381183249	7.23879064880066	6.90021614026167	7.73517782531647	6.19576149170241	7.13620950852993	7.75010304910453	7.25882216105938	7.09724877905207	6.48519893626303
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-429.0	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.26505330141302	4.95802259446861	4.95802259446861	5.21945067841891	4.95802259446861	4.95802259446861	4.95802259446861
GALNT5	7.45829822327785	6.74601242465522	7.07004632521034	5.81775815770814	6.43122801270105	6.5074371064357	5.63270180617523	5.73399292966236	5.80206586552262	6.40105576470386	5.93443326681131
CYTIP	6.43751789914874	6.16903142805741	6.08223183712233	5.45924397206622	5.26505330141302	5.4692015191162	5.86488565434697	5.47876295748284	5.65038828801854	6.55322938281159	6.11152027099858
ACVR1C	5.64260879870031	5.95607183362018	5.88339167632112	6.26884351962129	6.08047060171848	6.51917551875241	6.10669665746442	5.95213089534333	6.4064901290189	5.78549380915501	5.52884375224877
ACVR1	6.98731715719891	7.23687625341879	7.66504559589547	6.81121016922984	7.68541179605191	7.21253107316225	7.64679519496957	7.25813307892954	7.56708517871055	7.06345965629433	7.54215452831585
CCDC148	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.18199242901773	5.24482601473204
PKP4	4.95802259446861	5.22971175218317	5.54921657736859	5.57037577650009	5.26505330141302	5.42506569683224	5.51054650070741	5.8505729790996	5.75501851268783	5.624660432388	5.24482601473204
DAPL1	8.32627996527691	7.37321554776834	8.24688677793899	9.02441830784223	8.35623897395401	8.33704944071309	9.02096318904312	8.55789845845358	8.69684872152623	7.93288122964086	8.49760232680059
TANC1	8.66587644006325	8.86024879089527	8.9682904712254	8.52882346143385	9.00927271533608	8.68909166262074	9.56337500179808	9.3458170757537	8.90977276470753	8.75314510004004	9.6062810367646
WDSUB1	8.88791281857286	9.23167426734807	9.22666307673532	8.82399962262128	9.26663751268054	9.24014525301473	9.83378674776957	9.57257103618673	9.50643044877574	8.81727737559205	9.83597208336058
BAZ2B	8.8012083542062	8.85333697069959	8.63838344153589	9.12117255959185	9.12736041916216	9.29716264422896	9.62379161890951	9.30194139615052	9.09184912331951	8.8292871797142	9.7803770216597
BAZ2B.1	4.95802259446861	4.95802259446861	4.95802259446861	5.31332615210086	5.56867476851978	5.16761950171538	4.95802259446861	5.47876295748284	5.24293680403302	5.27444732076478	5.45316537514631
MARCHF7	10.2486435013094	10.4549744264845	9.89030968576321	9.94381337741317	10.1684332449305	9.58506504345909	10.0393445081888	9.95195665112346	10.1732880116113	9.94535438631411	10.0134883402759
CD302	6.78747877273798	6.29685717751228	6.24603700325008	6.15712844728845	6.58339111900343	6.51917551875241	6.64076898070651	6.81981675084187	6.19594161435115	6.11323930438885	6.48519893626303
LY75	6.43751789914874	6.86937787260129	7.34039460830388	9.08880216490557	8.17570155328935	6.84391019103601	6.99161981651976	7.61402944914565	7.02398178359974	8.11824808308773	7.1975380869486
PLA2R1	5.91750185839716	5.34168555806685	6.21536247747831	5.39263409777588	5.63950687840908	6.04237577705801	5.82393234497241	5.9360383839744	5.65038828801854	5.27444732076478	5.52884375224877
PLA2R1.1	5.40857286944853	4.95802259446861	4.95802259446861	5.20957677128666	5.26505330141302	5.54726939208758	5.23554789436786	4.95802259446861	5.24293680403302	5.18199242901773	4.95802259446861
PLA2R1.2	5.59265996906697	4.95802259446861	4.95802259446861	5.39263409777588	4.95802259446861	5.50968463036335	5.43724577380655	5.59410004165824	5.44992461509756	5.18199242901773	4.95802259446861
ITGB6	8.005947289195	7.75345850731254	8.68111638730423	7.51478924625165	7.21860083480431	8.59107668731583	9.02737996472483	9.04310333882485	8.17945884180462	8.403176460875	9.69058414136142
ITGB6.1	6.63366938794112	6.99502610960159	7.75814912339683	7.44369964888616	7.47792113517162	7.58387361219106	7.72133343409286	8.48298341389535	7.65901077000813	7.73474854734697	7.99759489167514
RBMS1	6.61714549245032	5.84634598218425	6.7077422936881	6.68644597096454	6.37555665999642	6.92994503384482	6.64076898070651	7.03383245336244	6.58301459170272	6.75508940838095	6.76473154630503
RBMS1.1	5.98118006996163	5.98970245090329	5.92696682223974	6.1332021477431	6.04148628710969	6.49557668413961	5.51054650070741	6.02843012066939	5.70469870006227	5.94149854676419	6.14322059179527
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-435.0	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.24482601473204
TANK	9.1518016996696	9.45993022960167	9.57152579751929	9.22789698282024	9.64640174183963	8.93664433910627	9.38779736406169	9.19234143066079	9.78064872126802	9.48250114727934	9.03603915562592
PSMD14	11.3619648211995	11.776432242027	10.5883194302651	10.6439624064602	11.274219394425	10.0634822625263	9.17911690098926	9.94372616805194	10.2328648414165	10.913777102341	9.64905012631412
SLC4A10	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.59410004165824	5.36030272517258	4.95802259446861	4.95802259446861
DPP4	12.265117128585	12.1916070655796	12.4326013222563	13.3796021752378	12.9129738495154	12.6459413904581	11.9731271687771	12.1995845200003	12.4412923080146	12.6770163708989	11.8629056858325
GCG.1	6.1989469299618	5.6187175394014	5.96840440102789	6.10867040000418	6.00077028487712	6.55368748294495	6.82856971118126	5.14300644336062	6.62322050159584	5.75615155988658	5.89429215504758
GCG.2	6.31406714487566	6.27253184171153	6.27582279099261	6.08349245265344	6.08047060171848	6.58720044609647	6.60323402458877	5.53945084426997	7.3172642699474	5.78549380915501	5.59519975743861
FAP	6.22302562949846	5.88456701008994	6.58105082095708	5.61862943501391	5.63950687840908	6.53079485692167	6.46141236667351	5.99869272521464	6.25268052396471	6.13263549323416	5.70955697906101
FAP.1	6.43751789914874	5.76378149889058	5.25516666755428	5.45924397206622	4.95802259446861	6.04237577705801	5.73477756296035	6.24933475865336	5.84636465965547	5.78549380915501	5.52884375224877
IFIH1	7.43216777103238	7.55923888502419	7.86219141782933	7.79249755442006	7.26085210517996	7.79080351350092	8.03726815449792	8.31312876221658	8.22167891655302	8.80516578516619	7.89506695607056
GCA	10.4032379714348	11.0049679715139	10.2994814956972	10.5274372046719	10.7379542123697	10.6894282619292	9.92231251645876	10.3816211223159	10.4416708758951	10.6366752657437	10.2407826071937
KCNH7	4.95802259446861	4.95802259446861	5.25516666755428	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.18199242901773	4.95802259446861
XP_011528647	9.26631898384281	9.48690697769583	8.84029712186177	8.78405479265853	8.5496038848282	9.3447123667623	9.64268434423939	9.64362409606093	8.86133741941266	9.21851322982872	9.95192988597746
XP_011528647.1	9.0773371109124	9.341734455491	8.80642510979968	8.73975009120697	8.75343721085051	9.42707761188724	9.40758101449272	9.33210588373865	8.73046681545085	8.9083829450202	9.3923457779318
LOC107986113.1	5.21885091834608	5.22971175218317	5.37751162486822	5.88444545183274	5.95810648277743	4.95802259446861	5.51054650070741	5.9360383839744	5.59105540594823	6.11323930438885	5.36296154062639
augustus_masked-scaffold-ma1-processed-gene-440.2_crovir-transcript-8213	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.24482601473204
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-441.0	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.23554789436786	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
GRB14	5.47757783058221	5.95607183362018	5.88339167632112	5.66338053661154	5.39141797371924	5.67725497755152	5.23554789436786	4.95802259446861	5.36030272517258	6.35567081923832	4.95802259446861
COBLL1	11.7335803003059	12.0201822099453	11.4010317360157	11.8233967789334	11.8889105562988	11.4591712658796	11.5707858438265	11.4530554047687	11.4503149493244	11.6265701243936	11.7284065957794
SCN3A	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.54726939208758	5.57483666579716	5.44545747421301	5.80206586552262	5.27444732076478	5.45316537514631
SCN2A	4.95802259446861	4.95802259446861	4.95802259446861	5.20957677128666	4.95802259446861	5.32042089496107	4.95802259446861	5.50998184958874	5.24293680403302	5.66004223221915	5.45316537514631
GALNT3	5.59265996906697	5.49902873068522	5.47089647672853	6.10867040000418	6.15392924568936	5.85778475977286	5.68568064012369	5.79453832751454	5.52511941360018	5.34517666114315	6.11152027099858
TTC21B.1	6.35679682939391	5.92107896937211	6.62480178320382	6.82432118458493	6.50984376109385	6.86159569247596	6.29899335216247	6.56076051547631	6.22470649684473	6.09344249453878	7.11915496576806
TTC21B.2	5.47757783058221	4.95802259446861	6.04584632865756	7.09345055557304	5.63950687840908	5.5824803110622	5.51054650070741	6.02843012066939	5.52511941360018	5.50392293815679	6.17392249276096
SCN1A	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.45316537514631
SCN2A.1	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	5.42506569683224	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861	4.95802259446861
XIRP2.1	5.21885091834608	7.07241160159821	9.51514556230926	5.51771127752149	5.48783726444286	6.314730854331	5.34990220293201	5.47876295748284	5.96631865834451	6.41577530462701	6.31482363382997
STK39	8.24053077118648	8.6408194376346	9.49408277032082	8.70064854736282	9.15989771050921	8.27039805065413	8.40308057622623	8.82999112793895	8.53013852728097	8.60996136444108	8.53187759713395
CERS6	4.95802259446861	4.95802259446861	5.47089647672853	5.20957677128666	4.95802259446861	5.42506569683224	4.95802259446861	5.27798738256846	4.95802259446861	5.45684893925991	4.95802259446861
